title,genres_list,vote_average,vote_count,director,overview,tags,genres_str
Begin Again,"['Comedy', 'Music', 'Romance', 'Drama']",7.3,1254,John Carney,"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.","comedy music romance drama markruffalo keiraknightley adamlevine johncarney johncarney johncarney gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. with the help of record producer, dan and hip-hop celebrity, trouble gum, gretta strives to fulfil her musical ambitions.","Comedy, Music, Romance"
Down in the Valley,"['Drama', 'Romance']",5.9,63,David Jacobson,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.","drama romance indianterritory beach stetson sanfernandovalley strangeperson edwardnorton evanrachelwood davidmorse davidjacobson davidjacobson davidjacobson on a trip to the beach, a teenage girl named tobe meets a charismatic stranger named harlan, who dresses like a cowboy and claims to be a former ranch hand. the pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.","Drama, Romance"
Brooklyn Rules,"['Drama', 'Action', 'Thriller']",5.8,18,Michael Corrente,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.","drama action thriller alecbaldwin pauloaraujo danieltay michaelcorrente michaelcorrente michaelcorrente brooklyn, 1985. with the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.","Drama, Action, Thriller"
Restless,"['TV Movie', 'Romance', 'Drama']",4.9,8,Edward Hall,A young woman finds out that her mother worked as a spy for the British Secret Service during World War II and has been on the run ever since.,tvmovie romance drama spy war britishsecretservice hayleyatwell rufussewell michelledockery edwardhall edwardhall edwardhall a young woman finds out that her mother worked as a spy for the british secret service during world war ii and has been on the run ever since.,"TV Movie, Romance, Drama"
The Singing Detective,"['Comedy', 'Music', 'Mystery', 'Crime']",5.9,41,Keith Gordon,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.","comedy music mystery crime robertdowneyjr. robinwright melgibson keithgordon keithgordon keithgordon from his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.","Comedy, Music, Mystery"
The Land Girls,"['Drama', 'Romance', 'War']",7.0,3,David Leland,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.","drama romance war catherinemccormack rachelweisz annafriel davidleland davidleland davidleland during world war ii, the organisation ""the women's land army"" recruited women to work on british farms while the men were off to war. three such ""land girls"" of different social backgrounds - quiet stella, young hairdresser prue, and cambridge graduate ag - become best friends in spite of their different backgrounds.","Drama, Romance, War"
Fido,"['Romance', 'Comedy', 'Drama', 'Horror']",6.6,135,Andrew Currie,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.","romance comedy drama horror vororte blackhumor satire darkcomedy gore billyconnolly carrie-annemoss dylanbaker andrewcurrie andrewcurrie andrewcurrie timmy robinson's best friend in the whole wide world is a six-foot tall rotting zombie named fido. but when fido eats the next-door neighbor, mom and dad hit the roof, and timmy has to go to the ends of the earth to keep fido a part of the family. a boy-and-his-dog movie for grown ups, ""fido"" will rip your heart out.","Romance, Comedy, Drama"
The Wendell Baker Story,"['Comedy', 'Drama', 'Romance']",5.2,16,Luke Wilson,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,comedy drama romance conman releasefromprison independentfilm lukewilson evamendes jacobvargas lukewilson lukewilson lukewilson luke wilson plays a good-hearted ex-con who gets a job in a retirement hotel. three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,"Comedy, Drama, Romance"
Wild Target,"['Action', 'Comedy']",6.4,215,Jonathan Lynn,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client","action comedy londonengland mother robbery detective assassin billnighy emilyblunt rupertgrint jonathanlynn jonathanlynn jonathanlynn victor maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. his professional routine is interrupted when he finds himself drawn to one of his intended victims, rose. he spares her life, unexpectedly acquiring in the process a young apprentice, tony. believing victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client","Action, Comedy"
Pathology,"['Crime', 'Horror', 'Thriller']",5.6,144,Marc Schölermann,"Medical student Ted Grey (Milo Ventimiglia) graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.","crime horror thriller femalenudity pathology studentofmedicine extortion druguse miloventimiglia alyssamilano michaelweston marcschölermann marcschölermann marcschölermann medical student ted grey (milo ventimiglia) graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. there he uncovers a gruesome secret: they play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.","Crime, Horror, Thriller"
Wuthering Heights,['Drama'],6.9,37,Coky Giedroyc,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,drama womandirector tomhardy charlotteriley andrewlincoln cokygiedroyc cokygiedroyc cokygiedroyc foundling heathcliff is raised by the wealthy earnshaws in yorkshire but in later life launches a vendetta against the family.,Drama
10th & Wolf,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",6.3,24,Robert Moresco,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.","action crime drama mystery thriller undercover mafia mobster crimefamily jamesmarsden briandennehy leorossi robertmoresco robertmoresco robertmoresco a former street tough returns to his philadelphia home after a stint in the military. back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.","Action, Crime, Drama"
Dear Wendy,"['Comedy', 'Crime', 'Drama', 'Romance']",5.6,33,Thomas Vinterberg,"In a blue-collar American town, a group of teens bands together to form the Dandies, a gang of gunslingers led by Dick Dandelion. Following a code of strict pacifism at odds with the fact that they all carry guns, the group eventually lets in Sebastian, the grandson of Dick's childhood nanny, Clarabelle, who fears the other gangs in the area. Dick and company try to protect Clarabelle, but events transpire that push the gang past posturing.","comedy crime drama romance underdog secretsociety friendship pistol selfesteem jamiebell billpullman michaelangarano thomasvinterberg thomasvinterberg thomasvinterberg in a blue-collar american town, a group of teens bands together to form the dandies, a gang of gunslingers led by dick dandelion. following a code of strict pacifism at odds with the fact that they all carry guns, the group eventually lets in sebastian, the grandson of dick's childhood nanny, clarabelle, who fears the other gangs in the area. dick and company try to protect clarabelle, but events transpire that push the gang past posturing.","Comedy, Crime, Drama"
Aloft,['Drama'],5.1,41,Claudia Llosa,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.","drama newage womandirector healer jenniferconnelly mélanielaurent cillianmurphy claudiallosa claudiallosa claudiallosa as we follow a mother and her son, we delve into a past marred by an accident that tears them apart. she will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. in the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",Drama
Akira,"['Science Fiction', 'Animation']",7.8,773,Katsuhiro Ōtomo,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.","sciencefiction animation savingtheworld totaldestruction megacity streetgang underground mitsuoiwata nozomusasaki mamikoyama katsuhiroōtomo katsuhiroōtomo katsuhiroōtomo childhood friends tetsuo and kaneda are pulled into the post-apocalyptic underworld of neo-tokyo and forced to fight for their very survival. kaneda is a bike gang leader, and tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called akira. but a bloody battle ensues when kaneda sets out to save his friend.","Science Fiction, Animation"
The Death and Life of Bobby Z,"['Drama', 'Action', 'Thriller', 'Crime']",5.8,103,John Herzfeld,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.","drama action thriller crime vineyard rifle drugtrade violence shotinthestomach paulwalker laurencefishburne oliviawilde johnherzfeld johnherzfeld johnherzfeld a dea agent provides former marine tim kearney with a way out of his prison sentence: impersonate bobby z, a recently deceased drug dealer, in a hostage switch with a crime lord. when the negotiations go awry, kearney flees, with z's son in tow.","Drama, Action, Thriller"
The Rocket: The Legend of Rocket Richard,['Drama'],6.1,17,Charles Binamé,"In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for.","drama quebec sport icehockey hockeyplayer montrealcanadiens roydupuis michelbarrette rémygirard charlesbinamé charlesbinamé charlesbinamé in the late 1930s, a young machinist named maurice richard distinguished himself as a ice hockey player of preternatural talent. although that was enough to get him into the montreal canadiens, his frequent injuries cost him the confidence of his team and the fans. in the face of these doubts, richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""the rocket."" however for all his success, richard and his fellow french canadians face constant discrimination in a league dominated by the english speaking. although a man of few words, richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. in the face of these challenges, richard must decide who exactly is he playing for.",Drama
Swelter,"['Action', 'Drama', 'Thriller']",4.6,21,Keith Parmer,"Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.","action drama thriller jean-claudevandamme bradcarter joshhenderson keithparmer keithparmer keithparmer ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.","Action, Drama, Thriller"
My Lucky Star,"['Comedy', 'Romance']",4.3,8,Dennie Gordon,My Lucky Star is a 2013 Chinese romance film directed by Dennie Gordon and starring Zhang Ziyi and Leehom Wang. The film also serves as a prequel to the 2009 film Sophie's Revenge.,comedy romance hongkong macau womandirector zhangziyi leehomwang rubylin denniegordon denniegordon denniegordon my lucky star is a 2013 chinese romance film directed by dennie gordon and starring zhang ziyi and leehom wang. the film also serves as a prequel to the 2009 film sophie's revenge.,"Comedy, Romance"
Imagine Me & You,"['Drama', 'Comedy', 'Romance']",7.0,177,Ol Parker,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.","drama comedy romance londonengland flowershop homosexuality lesbian lgbt piperperabo lenaheadey matthewgoode olparker olparker olparker during her wedding ceremony, rachel notices luce in the audience and feels instantly drawn to her. the two women become close friends, and when rachel learns that luce is a lesbian, she realizes that despite her happy marriage to heck, she is falling for luce. as she questions her sexual orientation, rachel must decide between her stable relationship with heck and her exhilarating new romance with luce.","Drama, Comedy, Romance"
Mr. Church,['Drama'],7.0,129,Bruce Beresford,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.","drama cook friendship eddiemurphy brittrobertson nataschamcelhone bruceberesford bruceberesford bruceberesford a unique friendship develops when a little girl and her dying mother inherit a cook - mr. church. what begins as an arrangement that should only last six months, instead spans fifteen years.",Drama
Swimming Pool,"['Thriller', 'Crime']",6.4,153,François Ozon,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.","thriller crime londonengland femalenudity women countryside basedonnovel charlotterampling ludivinesagnier charlesdance françoisozon françoisozon françoisozon in the middle of this amusing thriller is a relationship between two different types of females, one is a well know british author and the other is a sex-crazed french teen. the two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.","Thriller, Crime"
Green Street Hooligans: Underground,"['Action', 'Drama']",5.4,33,James Nunn,"An old firm leader returns to Green Street for Revanche after receiving a call that his little brother was killed, but is he able to cope with a new type of hooliganism and can he find his killer?","action drama scottadkins joeyansah kaceyclarke jamesnunn jamesnunn jamesnunn an old firm leader returns to green street for revanche after receiving a call that his little brother was killed, but is he able to cope with a new type of hooliganism and can he find his killer?","Action, Drama"
The Blood of Heroes,"['Action', 'Adventure', 'Science Fiction']",5.9,31,David Webb Peoples,"Set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. Sallow, the leader of a rag-tag team, has played in the main Leagues before, but was cast out because of indiscretions with a lady. However now joined by a talented newcomer, Kidda, an ambitious young peasant girl he and his team find they have one last chance for glory","action adventure sciencefiction martialarts post-apocalyptic sport revenge independentfilm rutgerhauer joanchen delroylindo davidwebbpeoples davidwebbpeoples davidwebbpeoples set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. sallow, the leader of a rag-tag team, has played in the main leagues before, but was cast out because of indiscretions with a lady. however now joined by a talented newcomer, kidda, an ambitious young peasant girl he and his team find they have one last chance for glory","Action, Adventure, Science Fiction"
Code of Honor,"['Action', 'Crime', 'Thriller']",4.1,16,Michael Winnick,"Colonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protégé, William Porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism.","action crime thriller stevenseagal craigsheffer louismandylor michaelwinnick michaelwinnick michaelwinnick colonel robert sikes is on a mission to rid his city of crime. as a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. his former protégé, william porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism.","Action, Crime, Thriller"
Driving Miss Daisy,"['Comedy', 'Drama']",7.0,350,Bruce Beresford,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,comedy drama individual blackpeople chauffeur atlanta widow morganfreeman jessicatandy danaykroyd bruceberesford bruceberesford bruceberesford the story of an old jewish widow named daisy werthan and her relationship with her colored chauffeur hoke. from an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. oscar winning tragic comedy with a star-studded cast and based on a play of the same name by alfred uhry.,"Comedy, Drama"
Soul Food,"['Comedy', 'Drama']",6.6,19,"George Tillman, Jr.","Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings. Michael Beach, Mekhi P","comedy drama sister familyrelationships unity vivicaa.fox nialong michaelbeach georgetillman,jr. georgetillman,jr. georgetillman,jr. traditional sunday dinners at mama joe's (irma p. hall) turn sour when sisters teri (vanessa l. williams), bird (nia long) and maxine (vivica a. fox) start bringing their problems to the dinner table in this ensemble comedy. when tragedy strikes, it's up to grandson ahmad (brandon hammond) to pull the family together and put the soul back into the family's weekly gatherings. michael beach, mekhi p","Comedy, Drama"
Rumble in the Bronx,"['Crime', 'Action', 'Comedy', 'Thriller']",6.5,240,Stanley Tong,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.","crime action comedy thriller newyork martialarts supermarket gangwar disabledchild jackiechan anitamui françoiseyip stanleytong stanleytong stanleytong keong comes from hong kong to visit new york for his uncle's wedding. his uncle runs a market in the bronx and keong offers to help out while uncle is on his honeymoon. during his stay in the bronx, keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. one of those petty thugs in the local gang stumbles into a criminal situation way over his head.","Crime, Action, Comedy"
Far from Men,"['Drama', 'War']",6.6,43,David Oelhoffen,A French teacher in a small Algerian village during the Algerian War forms an unexpected bond with a dissident who is ordered to be turned in to the authorities.,drama war fire classroom hostage rain horse viggomortensen redakateb djemelbarek davidoelhoffen davidoelhoffen davidoelhoffen a french teacher in a small algerian village during the algerian war forms an unexpected bond with a dissident who is ordered to be turned in to the authorities.,"Drama, War"
Thank You for Smoking,"['Comedy', 'Drama']",7.1,664,Jason Reitman,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.","comedy drama fathersonrelationship capitalism basedonnovel smoking lie aaroneckhart mariabello cameronbright jasonreitman jasonreitman jasonreitman the chief spokesperson and lobbyist nick naylor is the vice-president of the academy of tobacco studies. he is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. his best friends are polly bailey that works in the moderation council in alcohol business, and bobby jay bliss of the gun business own advisory group safety. they frequently meet each other in a bar and they self-entitle the mod squad a.k.a. merchants of death, disputing which industry has killed more people. nick's greatest enemy is vermont's senator ortolan finistirre, who defends in the senate the use a skull and crossed bones in the cigarette packs. nick's son joey naylor lives with his mother, and has the chance to know his father in a business trip. when the ambitious reporter heather holloway betrays nick disclosing confidences he had in bed with her, his life turns upside-down. but nick is good in what he does for the mortgage.","Comedy, Drama"
Hostel: Part II,['Horror'],5.6,453,Eli Roth,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.","horror prague bratislava castration ladies'man student laurengerman bijouphillips heathermatarazzo eliroth eliroth eliroth following a geographical tour of slovakia, three young american women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",Horror
An Education,"['Drama', 'Romance']",6.8,409,Lone Scherfig,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.","drama romance adolescence agedifference self-discovery comingofage loveaffair careymulligan oliviawilliams petersarsgaard lonescherfig lonescherfig lonescherfig a coming-of-age story about a teenage girl in 1960s suburban london, and how her life changes with the arrival of a playboy nearly twice her age.","Drama, Romance"
Shopgirl,"['Comedy', 'Drama', 'Romance']",5.7,75,Anand Tucker,"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.","comedy drama romance salesclerk stevemartin clairedanes jasonschwartzman anandtucker anandtucker anandtucker mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. she has two men in her life: wealthy divorcée ray porter and struggling musician jeremy. mirabelle falls in love with the glamorous ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.","Comedy, Drama, Romance"
The Hotel New Hampshire,"['Comedy', 'Drama']",5.8,26,Tony Richardson,The film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. It is noted for its wonderful assortment of oddball characters.,comedy drama suicide bomb prostitute rape sex roblowe jodiefoster paulmccrane tonyrichardson tonyrichardson tonyrichardson the film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. it is noted for its wonderful assortment of oddball characters.,"Comedy, Drama"
Narc,"['Action', 'Crime', 'Drama', 'Thriller']",6.8,142,Joe Carnahan,"An undercover narc dies, the investigation stalls, so the Detroit P.D. brings back Nick Tellis, fired 18-months ago when a stray bullet hits a pregnant woman. Tellis teams with Henry Oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. They follow leads and informants turn up dead.","action crime drama thriller assertion investigation internalaffairs narcoticscop jasonpatric rayliotta chimcbride joecarnahan joecarnahan joecarnahan an undercover narc dies, the investigation stalls, so the detroit p.d. brings back nick tellis, fired 18-months ago when a stray bullet hits a pregnant woman. tellis teams with henry oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. they follow leads and informants turn up dead.","Action, Crime, Drama"
Men with Brooms,['Comedy'],4.5,7,Paul Gross,"A witty and clever comedy that follows four longtime curling friends reunited by the last wishes of their recently deceased coach and set out to win the Golden Broom. Realising that the out of shape crew will be hard-pressed to win without a coach, Cutter swallows his pride and calls upon a retired curling champion - his estranged father. Now, these men with brooms, along with their new eccentric coach and Cutter's new romantic interest Amy, set off on a comedic journey which takes them from frozen lakes to huge arenas, searching for perfect stones, lost loves and second chances.","comedy sport paulgross mollyparker leslienielsen paulgross paulgross paulgross a witty and clever comedy that follows four longtime curling friends reunited by the last wishes of their recently deceased coach and set out to win the golden broom. realising that the out of shape crew will be hard-pressed to win without a coach, cutter swallows his pride and calls upon a retired curling champion - his estranged father. now, these men with brooms, along with their new eccentric coach and cutter's new romantic interest amy, set off on a comedic journey which takes them from frozen lakes to huge arenas, searching for perfect stones, lost loves and second chances.",Comedy
Witless Protection,"['Action', 'Adventure', 'Comedy', 'Crime']",4.0,26,Charles Robert Carner,The story centers on a small-town sheriff who witnesses what he believes is a kidnapping and rushes to rescue a woman. The kidnappers turn out to be FBI agents assigned to protect her and deliver her to a big Enron-type corruption trial in Chicago but are later found to be on the take and are villains who are bent on killing her,action adventure comedy crime larrythecableguy ivanamiličević jennymccarthy charlesrobertcarner charlesrobertcarner charlesrobertcarner the story centers on a small-town sheriff who witnesses what he believes is a kidnapping and rushes to rescue a woman. the kidnappers turn out to be fbi agents assigned to protect her and deliver her to a big enron-type corruption trial in chicago but are later found to be on the take and are villains who are bent on killing her,"Action, Adventure, Comedy"
The Work and the Glory,"['Drama', 'Romance']",6.1,7,Russell Holt,"When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.","drama romance samhennings brendastrong ericjohnson russellholt russellholt russellholt when benjamin steed and mary ann steed relocate their family to upstate new york in the early 1800's, they unwittingly settle in a town divided along religious lines. after their new hired help turns out to be at the center of the uproar, each member of the steed family must come to terms with their own beliefs in the face of heavy persecution. together they struggle to weather the raging controversy surrounding a young man named joseph smith.","Drama, Romance"
Extract,['Comedy'],5.7,192,Mike Judge,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.","comedy infidelity conman thief independentfilm business jasonbateman milakunis kristenwiig mikejudge mikejudge mikejudge the owner of a factory that produces flavor extracts, joel reynold seems to have it all, but really doesn't. what's missing is sexual attention from his wife, suzie. joel hatches a convoluted plan to get suzie to cheat on him, thereby clearing the way for joel to have an affair with cindy, an employee. but what joel doesn't know is that cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin joel forever.",Comedy
Masked and Anonymous,"['Drama', 'Music']",5.2,13,Larry Charles,"Amidst unrest, organizers put on a benefit concert.","drama music journalist musical concert independentfilm bobdylan jeffbridges penélopecruz larrycharles larrycharles larrycharles amidst unrest, organizers put on a benefit concert.","Drama, Music"
Betty Fisher and Other Stories,"['Drama', 'Thriller', 'Crime', 'Foreign']",7.0,3,Claude Miller,"Grieving after the death of her young son Joseph, novelist Betty Fisher enters a dark depression. Hoping to bring her out of it, her mother Margot arranges to kidnap another child, Jose, to replace the son Betty lost. Although she knows it's wrong, Betty accepts Jose as her new son. Meanwhile, Jose's mother Carole is looking for her son with the help of her boyfriend Francois and some of his criminal cohorts.","drama thriller crime foreign sandrinekiberlain nicolegarcia mathildeseigner claudemiller claudemiller claudemiller grieving after the death of her young son joseph, novelist betty fisher enters a dark depression. hoping to bring her out of it, her mother margot arranges to kidnap another child, jose, to replace the son betty lost. although she knows it's wrong, betty accepts jose as her new son. meanwhile, jose's mother carole is looking for her son with the help of her boyfriend francois and some of his criminal cohorts.","Drama, Thriller, Crime"
Code 46,"['Drama', 'Romance', 'Science Fiction', 'Thriller']",6.2,116,Michael Winterbottom,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.","drama romance sciencefiction thriller seattle shanghai future insurancesalesman dystopia timrobbins samanthamorton nabilelouahabi michaelwinterbottom michaelwinterbottom michaelwinterbottom a futuristic 'brief encounter', a love story in which the romance is doomed by genetic incompatibility.","Drama, Romance, Science Fiction"
Outside Bet,['Comedy'],5.8,2,Sacha Bennett,A group of print workers in 1980s London club together to buy a race horse.,comedy racehorse bobhoskins jennyagutter phildavis sachabennett sachabennett sachabennett a group of print workers in 1980s london club together to buy a race horse.,Comedy
Albert Nobbs,['Drama'],6.2,132,Rodrigo García,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.","drama butler dublin maid glennclose miawasikowska aarontaylor-johnson rodrigogarcía rodrigogarcía rodrigogarcía albert nobbs struggles to survive in late 19th century ireland, where women aren't encouraged to be independent. posing as a man, so she can work as a butler in dublin's most posh hotel, albert meets a handsome painter and looks to escape the lie she has been living.",Drama
